timestamp,seed,pretrained,lr,weight_decay,momentum,num_epochs,batch_size,upsample_factor,infer_num_epochs,worst_group_accuracy,average_accuracy,early_stopping_worst_group_accuracy,early_stopping_average_accuracy
2023-06-06 22:32:07.843778,0,False,0.0001,0.0001,0.9,1,128,1,1,3.6,56.24285714285715,3.6,56.24285714285715
2023-06-07 02:13:31.221254,1,False,0.001,0.0001,0.9,100,128,100,90,5.2,81.95714285714286,4.8,69.41428571428571
2023-06-07 02:18:22.014444,2,False,0.001,0.0001,0.9,100,128,100,90,8.0,80.69761904761904,4.0,68.50238095238095
2023-06-07 13:25:03.121048,2,False,0.001,0.0001,0.9,20,128,100,7,7.6,75.01190476190476,14.4,59.79761904761904
2023-06-07 13:41:29.056526,0,False,0.001,0.0001,0.9,20,128,100,7,9.0,75.61190476190475,15.8,60.8095238095238
2023-06-07 13:58:32.142456,1,False,0.001,0.0001,0.9,20,128,100,7,8.0,76.03571428571428,9.2,61.30714285714286
2023-06-08 06:12:22.490834,2,False,0.001,0.0001,0.9,100,128,100,7,5.8,75.08095238095237,14.4,59.79761904761904
2023-06-08 07:24:00.972593,0,False,0.001,0.0001,0.9,100,128,100,7,7.4,75.23571428571428,15.8,60.8095238095238
2023-06-08 09:07:24.164120,1,False,0.001,0.0001,0.9,100,128,100,7,8.8,75.94999999999999,9.2,61.30714285714286
